"","scientificname","county","n","recent_collect_date","recent_id_date","mass","length"
"3561","Actenodes nobilis","goodhue",0,NA,NA,NA,NA
"3562","Actenodes nobilis","grant",0,NA,NA,NA,NA
"3563","Actenodes nobilis","hennepin",0,NA,NA,NA,NA
"3564","Actenodes nobilis","houston",0,NA,NA,NA,NA
"3565","Actenodes nobilis","hubbard",0,NA,NA,NA,NA
"3566","Actenodes nobilis","isanti",0,NA,NA,NA,NA
"3567","Actenodes nobilis","itasca",0,NA,NA,NA,NA
"3568","Actenodes nobilis","itasca park",0,NA,NA,NA,NA
"3569","Actenodes nobilis","jackson",0,NA,NA,NA,NA
"3570","Actenodes nobilis","kanabec",0,NA,NA,NA,NA
"3571","Actenodes nobilis","kandiyohi",0,NA,NA,NA,NA
"3572","Actenodes nobilis","kittson",0,NA,NA,NA,NA
"3573","Actenodes nobilis","koochiching",0,NA,NA,NA,NA
"3574","Actenodes nobilis","lac qui parle",0,NA,NA,NA,NA
"3575","Actenodes nobilis","lake",0,NA,NA,NA,NA
"3576","Actenodes nobilis","lake of the woods",0,NA,NA,NA,NA
"3577","Actenodes nobilis","le sueur",0,NA,NA,NA,NA
"3578","Actenodes nobilis","lincoln",0,NA,NA,NA,NA
"3579","Actenodes nobilis","lyon",0,NA,NA,NA,NA
"3580","Actenodes nobilis","mahnomen",0,NA,NA,NA,NA
"3581","Actenodes nobilis","marshall",0,NA,NA,NA,NA
"3582","Actenodes nobilis","martin",0,NA,NA,NA,NA
"3583","Actenodes nobilis","mcleod",0,NA,NA,NA,NA
"3584","Actenodes nobilis","meeker",0,NA,NA,NA,NA
"3585","Actenodes nobilis","mille lacs",0,NA,NA,NA,NA
"3586","Actenodes nobilis","mille lacs lake",0,NA,NA,NA,NA
"3587","Actenodes nobilis","morrison",0,NA,NA,NA,NA
"3588","Actenodes nobilis","mower",0,NA,NA,NA,NA
"3589","Actenodes nobilis","murray",0,NA,NA,NA,NA
"3590","Actenodes nobilis","nicollet",0,NA,NA,NA,NA
"3591","Actenodes nobilis","nobles",0,NA,NA,NA,NA
"3592","Actenodes nobilis","norman",0,NA,NA,NA,NA
"3593","Actenodes nobilis","olmsted",0,NA,NA,NA,NA
"3594","Actenodes nobilis","otter tail",0,NA,NA,NA,NA
"3595","Actenodes nobilis","pennington",0,NA,NA,NA,NA
"3596","Actenodes nobilis","pine",0,NA,NA,NA,NA
"3597","Actenodes nobilis","pipestone",0,NA,NA,NA,NA
"3598","Actenodes nobilis","polk",0,NA,NA,NA,NA
"3599","Actenodes nobilis","pope",0,NA,NA,NA,NA
"3600","Actenodes nobilis","ramsey",0,NA,NA,NA,NA
"3601","Actenodes nobilis","red lake",0,NA,NA,NA,NA
"3602","Actenodes nobilis","redwood",0,NA,NA,NA,NA
"3603","Actenodes nobilis","renville",0,NA,NA,NA,NA
"3604","Actenodes nobilis","rice",0,NA,NA,NA,NA
"3605","Actenodes nobilis","rock",0,NA,NA,NA,NA
"3606","Actenodes nobilis","roseau",0,NA,NA,NA,NA
"3607","Actenodes nobilis","saint anthony park",0,NA,NA,NA,NA
"3608","Actenodes nobilis","santa rita",0,NA,NA,NA,NA
"3609","Actenodes nobilis","scott",0,NA,NA,NA,NA
"3610","Actenodes nobilis","sherburne",0,NA,NA,NA,NA
"3611","Actenodes nobilis","sibley",0,NA,NA,NA,NA
"3612","Actenodes nobilis","st louis",0,NA,NA,NA,NA
"3613","Actenodes nobilis","stearns",0,NA,NA,NA,NA
"3614","Actenodes nobilis","steele",0,NA,NA,NA,NA
"3615","Actenodes nobilis","stevens",0,NA,NA,NA,NA
"3616","Actenodes nobilis","swift",0,NA,NA,NA,NA
"3617","Actenodes nobilis","todd",0,NA,NA,NA,NA
"3618","Actenodes nobilis","traverse",0,NA,NA,NA,NA
"3619","Actenodes nobilis","wabasha",0,NA,NA,NA,NA
"3620","Actenodes nobilis","wadena",0,NA,NA,NA,NA
"3621","Actenodes nobilis","waseca",0,NA,NA,NA,NA
"3622","Actenodes nobilis","washington",0,NA,NA,NA,NA
"3623","Actenodes nobilis","watonwan",0,NA,NA,NA,NA
"3624","Actenodes nobilis","wilkin",0,NA,NA,NA,NA
"3625","Actenodes nobilis","winona",0,NA,NA,NA,NA
"3626","Actenodes nobilis","wright",0,NA,NA,NA,NA
"3627","Actenodes nobilis","yellow medicine",0,NA,NA,NA,NA
"3628","Actenodes simi","aitkin",0,NA,NA,NA,NA
"3629","Actenodes simi","anoka",0,NA,NA,NA,NA
"3630","Actenodes simi","anoka/isanti",0,NA,NA,NA,NA
"3631","Actenodes simi","aonka/isanti",0,NA,NA,NA,NA
"3632","Actenodes simi","becker",0,NA,NA,NA,NA
"3633","Actenodes simi","beltrami",0,NA,NA,NA,NA
"3634","Actenodes simi","benton",0,NA,NA,NA,NA
"3635","Actenodes simi","big stone",0,NA,NA,NA,NA
"3636","Actenodes simi","blue earth",0,NA,NA,NA,NA
"3637","Actenodes simi","brown",0,NA,NA,NA,NA
"3638","Actenodes simi","carlton",0,NA,NA,NA,NA
"3639","Actenodes simi","carver",0,NA,NA,NA,NA
"3640","Actenodes simi","cass",0,NA,NA,NA,NA
"3641","Actenodes simi","chippewa",0,NA,NA,NA,NA
"3642","Actenodes simi","chisago",0,NA,NA,NA,NA
"3643","Actenodes simi","clay",0,NA,NA,NA,NA
"3644","Actenodes simi","clearwater",0,NA,NA,NA,NA
"3645","Actenodes simi","cook",0,NA,NA,NA,NA
"3646","Actenodes simi","cottonwood",0,NA,NA,NA,NA
"3647","Actenodes simi","crow wing",0,NA,NA,NA,NA
"3648","Actenodes simi","dakota",0,NA,NA,NA,NA
"3649","Actenodes simi","dodge",0,NA,NA,NA,NA
"3650","Actenodes simi","douglas",0,NA,NA,NA,NA
"3651","Actenodes simi","faribault",0,NA,NA,NA,NA
"3652","Actenodes simi","fillmore",0,NA,NA,NA,NA
"3653","Actenodes simi","freeborn",0,NA,NA,NA,NA
"3654","Actenodes simi","goodhue",1,2015,2015,35.3953776136041,35.3953776136041
"3655","Actenodes simi","grant",0,NA,NA,NA,NA
"3656","Actenodes simi","hennepin",0,NA,NA,NA,NA
"3657","Actenodes simi","houston",0,NA,NA,NA,NA
"3658","Actenodes simi","hubbard",0,NA,NA,NA,NA
"3659","Actenodes simi","isanti",0,NA,NA,NA,NA
"3660","Actenodes simi","itasca",0,NA,NA,NA,NA
"3661","Actenodes simi","itasca park",0,NA,NA,NA,NA
"3662","Actenodes simi","jackson",0,NA,NA,NA,NA
"3663","Actenodes simi","kanabec",0,NA,NA,NA,NA
"3664","Actenodes simi","kandiyohi",0,NA,NA,NA,NA
"3665","Actenodes simi","kittson",0,NA,NA,NA,NA
"3666","Actenodes simi","koochiching",0,NA,NA,NA,NA
"3667","Actenodes simi","lac qui parle",0,NA,NA,NA,NA
"3668","Actenodes simi","lake",0,NA,NA,NA,NA
"3669","Actenodes simi","lake of the woods",0,NA,NA,NA,NA
"3670","Actenodes simi","le sueur",0,NA,NA,NA,NA
"3671","Actenodes simi","lincoln",0,NA,NA,NA,NA
"3672","Actenodes simi","lyon",0,NA,NA,NA,NA
"3673","Actenodes simi","mahnomen",0,NA,NA,NA,NA
"3674","Actenodes simi","marshall",0,NA,NA,NA,NA
"3675","Actenodes simi","martin",0,NA,NA,NA,NA
"3676","Actenodes simi","mcleod",0,NA,NA,NA,NA
"3677","Actenodes simi","meeker",0,NA,NA,NA,NA
"3678","Actenodes simi","mille lacs",0,NA,NA,NA,NA
"3679","Actenodes simi","mille lacs lake",0,NA,NA,NA,NA
"3680","Actenodes simi","morrison",0,NA,NA,NA,NA
"3681","Actenodes simi","mower",0,NA,NA,NA,NA
"3682","Actenodes simi","murray",0,NA,NA,NA,NA
"3683","Actenodes simi","nicollet",0,NA,NA,NA,NA
"3684","Actenodes simi","nobles",0,NA,NA,NA,NA
"3685","Actenodes simi","norman",0,NA,NA,NA,NA
"3686","Actenodes simi","olmsted",0,NA,NA,NA,NA
"3687","Actenodes simi","otter tail",0,NA,NA,NA,NA
"3688","Actenodes simi","pennington",0,NA,NA,NA,NA
"3689","Actenodes simi","pine",0,NA,NA,NA,NA
"3690","Actenodes simi","pipestone",0,NA,NA,NA,NA
"3691","Actenodes simi","polk",0,NA,NA,NA,NA
"3692","Actenodes simi","pope",0,NA,NA,NA,NA
"3693","Actenodes simi","ramsey",0,NA,NA,NA,NA
"3694","Actenodes simi","red lake",0,NA,NA,NA,NA
"3695","Actenodes simi","redwood",0,NA,NA,NA,NA
"3696","Actenodes simi","renville",0,NA,NA,NA,NA
"3697","Actenodes simi","rice",0,NA,NA,NA,NA
"3698","Actenodes simi","rock",0,NA,NA,NA,NA
"3699","Actenodes simi","roseau",0,NA,NA,NA,NA
"3700","Actenodes simi","saint anthony park",0,NA,NA,NA,NA
"3701","Actenodes simi","santa rita",0,NA,NA,NA,NA
"3702","Actenodes simi","scott",0,NA,NA,NA,NA
"3703","Actenodes simi","sherburne",0,NA,NA,NA,NA
"3704","Actenodes simi","sibley",0,NA,NA,NA,NA
"3705","Actenodes simi","st louis",0,NA,NA,NA,NA
"3706","Actenodes simi","stearns",0,NA,NA,NA,NA
"3707","Actenodes simi","steele",0,NA,NA,NA,NA
"3708","Actenodes simi","stevens",0,NA,NA,NA,NA
"3709","Actenodes simi","swift",0,NA,NA,NA,NA
"3710","Actenodes simi","todd",0,NA,NA,NA,NA
"3711","Actenodes simi","traverse",0,NA,NA,NA,NA
"3712","Actenodes simi","wabasha",0,NA,NA,NA,NA
"3713","Actenodes simi","wadena",0,NA,NA,NA,NA
"3714","Actenodes simi","waseca",0,NA,NA,NA,NA
"3715","Actenodes simi","washington",0,NA,NA,NA,NA
"3716","Actenodes simi","watonwan",0,NA,NA,NA,NA
"3717","Actenodes simi","wilkin",0,NA,NA,NA,NA
"3718","Actenodes simi","winona",0,NA,NA,NA,NA
"3719","Actenodes simi","wright",0,NA,NA,NA,NA
"3720","Actenodes simi","yellow medicine",0,NA,NA,NA,NA
"3721","Agelia lordi","aitkin",0,NA,NA,NA,NA
"3722","Agelia lordi","anoka",0,NA,NA,NA,NA
"3723","Agelia lordi","anoka/isanti",0,NA,NA,NA,NA
"3724","Agelia lordi","aonka/isanti",0,NA,NA,NA,NA
"3725","Agelia lordi","becker",0,NA,NA,NA,NA
"3726","Agelia lordi","beltrami",0,NA,NA,NA,NA
"3727","Agelia lordi","benton",0,NA,NA,NA,NA
"3728","Agelia lordi","big stone",0,NA,NA,NA,NA
"3729","Agelia lordi","blue earth",0,NA,NA,NA,NA
"3730","Agelia lordi","brown",0,NA,NA,NA,NA
"3731","Agelia lordi","carlton",0,NA,NA,NA,NA
"3732","Agelia lordi","carver",0,NA,NA,NA,NA
"3733","Agelia lordi","cass",0,NA,NA,NA,NA
"3734","Agelia lordi","chippewa",0,NA,NA,NA,NA
"3735","Agelia lordi","chisago",0,NA,NA,NA,NA
"3736","Agelia lordi","clay",0,NA,NA,NA,NA
"3737","Agelia lordi","clearwater",0,NA,NA,NA,NA
"3738","Agelia lordi","cook",0,NA,NA,NA,NA
"3739","Agelia lordi","cottonwood",0,NA,NA,NA,NA
"3740","Agelia lordi","crow wing",0,NA,NA,NA,NA
"3741","Agelia lordi","dakota",0,NA,NA,NA,NA
"3742","Agelia lordi","dodge",0,NA,NA,NA,NA
"3743","Agelia lordi","douglas",0,NA,NA,NA,NA
"3744","Agelia lordi","faribault",0,NA,NA,NA,NA
"3745","Agelia lordi","fillmore",0,NA,NA,NA,NA
"3746","Agelia lordi","freeborn",0,NA,NA,NA,NA
"3747","Agelia lordi","goodhue",0,NA,NA,NA,NA
"3748","Agelia lordi","grant",0,NA,NA,NA,NA
"3749","Agelia lordi","hennepin",0,NA,NA,NA,NA
"3750","Agelia lordi","houston",0,NA,NA,NA,NA
"3751","Agelia lordi","hubbard",0,NA,NA,NA,NA
"3752","Agelia lordi","isanti",0,NA,NA,NA,NA
"3753","Agelia lordi","itasca",0,NA,NA,NA,NA
"3754","Agelia lordi","itasca park",0,NA,NA,NA,NA
"3755","Agelia lordi","jackson",0,NA,NA,NA,NA
"3756","Agelia lordi","kanabec",0,NA,NA,NA,NA
"3757","Agelia lordi","kandiyohi",0,NA,NA,NA,NA
"3758","Agelia lordi","kittson",0,NA,NA,NA,NA
"3759","Agelia lordi","koochiching",0,NA,NA,NA,NA
"3760","Agelia lordi","lac qui parle",0,NA,NA,NA,NA
"3761","Agelia lordi","lake",0,NA,NA,NA,NA
"3762","Agelia lordi","lake of the woods",0,NA,NA,NA,NA
"3763","Agelia lordi","le sueur",0,NA,NA,NA,NA
"3764","Agelia lordi","lincoln",0,NA,NA,NA,NA
"3765","Agelia lordi","lyon",0,NA,NA,NA,NA
"3766","Agelia lordi","mahnomen",0,NA,NA,NA,NA
"3767","Agelia lordi","marshall",0,NA,NA,NA,NA
"3768","Agelia lordi","martin",0,NA,NA,NA,NA
"3769","Agelia lordi","mcleod",0,NA,NA,NA,NA
"3770","Agelia lordi","meeker",0,NA,NA,NA,NA
"3771","Agelia lordi","mille lacs",0,NA,NA,NA,NA
"3772","Agelia lordi","mille lacs lake",0,NA,NA,NA,NA
"3773","Agelia lordi","morrison",0,NA,NA,NA,NA
"3774","Agelia lordi","mower",0,NA,NA,NA,NA
"3775","Agelia lordi","murray",0,NA,NA,NA,NA
"3776","Agelia lordi","nicollet",0,NA,NA,NA,NA
"3777","Agelia lordi","nobles",0,NA,NA,NA,NA
"3778","Agelia lordi","norman",0,NA,NA,NA,NA
"3779","Agelia lordi","olmsted",0,NA,NA,NA,NA
"3780","Agelia lordi","otter tail",0,NA,NA,NA,NA
"3781","Agelia lordi","pennington",0,NA,NA,NA,NA
"3782","Agelia lordi","pine",0,NA,NA,NA,NA
"3783","Agelia lordi","pipestone",0,NA,NA,NA,NA
"3784","Agelia lordi","polk",0,NA,NA,NA,NA
"3785","Agelia lordi","pope",0,NA,NA,NA,NA
"3786","Agelia lordi","ramsey",0,NA,NA,NA,NA
"3787","Agelia lordi","red lake",0,NA,NA,NA,NA
"3788","Agelia lordi","redwood",0,NA,NA,NA,NA
"3789","Agelia lordi","renville",0,NA,NA,NA,NA
"3790","Agelia lordi","rice",0,NA,NA,NA,NA
"3791","Agelia lordi","rock",0,NA,NA,NA,NA
"3792","Agelia lordi","roseau",0,NA,NA,NA,NA
"3793","Agelia lordi","saint anthony park",0,NA,NA,NA,NA
"3794","Agelia lordi","santa rita",0,NA,NA,NA,NA
"3795","Agelia lordi","scott",0,NA,NA,NA,NA
"3796","Agelia lordi","sherburne",0,NA,NA,NA,NA
"3797","Agelia lordi","sibley",0,NA,NA,NA,NA
"3798","Agelia lordi","st louis",0,NA,NA,NA,NA
"3799","Agelia lordi","stearns",0,NA,NA,NA,NA
"3800","Agelia lordi","steele",0,NA,NA,NA,NA
"3801","Agelia lordi","stevens",0,NA,NA,NA,NA
"3802","Agelia lordi","swift",0,NA,NA,NA,NA
"3803","Agelia lordi","todd",0,NA,NA,NA,NA
"3804","Agelia lordi","traverse",0,NA,NA,NA,NA
"3805","Agelia lordi","wabasha",0,NA,NA,NA,NA
"3806","Agelia lordi","wadena",0,NA,NA,NA,NA
"3807","Agelia lordi","waseca",0,NA,NA,NA,NA
"3808","Agelia lordi","washington",0,NA,NA,NA,NA
"3809","Agelia lordi","watonwan",0,NA,NA,NA,NA
"3810","Agelia lordi","wilkin",0,NA,NA,NA,NA
"3811","Agelia lordi","winona",0,NA,NA,NA,NA
"3812","Agelia lordi","wright",0,NA,NA,NA,NA
"3813","Agelia lordi","yellow medicine",0,NA,NA,NA,NA
"3814","Agelia peteli","aitkin",0,NA,NA,NA,NA
"3815","Agelia peteli","anoka",0,NA,NA,NA,NA
"3816","Agelia peteli","anoka/isanti",0,NA,NA,NA,NA
"3817","Agelia peteli","aonka/isanti",0,NA,NA,NA,NA
"3818","Agelia peteli","becker",0,NA,NA,NA,NA
"3819","Agelia peteli","beltrami",0,NA,NA,NA,NA
"3820","Agelia peteli","benton",0,NA,NA,NA,NA
"3821","Agelia peteli","big stone",0,NA,NA,NA,NA
"3822","Agelia peteli","blue earth",0,NA,NA,NA,NA
"3823","Agelia peteli","brown",0,NA,NA,NA,NA
"3824","Agelia peteli","carlton",0,NA,NA,NA,NA
"3825","Agelia peteli","carver",0,NA,NA,NA,NA
"3826","Agelia peteli","cass",0,NA,NA,NA,NA
"3827","Agelia peteli","chippewa",0,NA,NA,NA,NA
"3828","Agelia peteli","chisago",0,NA,NA,NA,NA
"3829","Agelia peteli","clay",0,NA,NA,NA,NA
"3830","Agelia peteli","clearwater",0,NA,NA,NA,NA
"3831","Agelia peteli","cook",0,NA,NA,NA,NA
"3832","Agelia peteli","cottonwood",0,NA,NA,NA,NA
"3833","Agelia peteli","crow wing",0,NA,NA,NA,NA
"3834","Agelia peteli","dakota",0,NA,NA,NA,NA
"3835","Agelia peteli","dodge",0,NA,NA,NA,NA
"3836","Agelia peteli","douglas",0,NA,NA,NA,NA
"3837","Agelia peteli","faribault",0,NA,NA,NA,NA
"3838","Agelia peteli","fillmore",0,NA,NA,NA,NA
"3839","Agelia peteli","freeborn",0,NA,NA,NA,NA
"3840","Agelia peteli","goodhue",0,NA,NA,NA,NA
"3841","Agelia peteli","grant",0,NA,NA,NA,NA
"3842","Agelia peteli","hennepin",0,NA,NA,NA,NA
"3843","Agelia peteli","houston",0,NA,NA,NA,NA
"3844","Agelia peteli","hubbard",0,NA,NA,NA,NA
"3845","Agelia peteli","isanti",0,NA,NA,NA,NA
"3846","Agelia peteli","itasca",0,NA,NA,NA,NA
"3847","Agelia peteli","itasca park",0,NA,NA,NA,NA
"3848","Agelia peteli","jackson",0,NA,NA,NA,NA
"3849","Agelia peteli","kanabec",0,NA,NA,NA,NA
"3850","Agelia peteli","kandiyohi",0,NA,NA,NA,NA
"3851","Agelia peteli","kittson",0,NA,NA,NA,NA
"3852","Agelia peteli","koochiching",0,NA,NA,NA,NA
"3853","Agelia peteli","lac qui parle",0,NA,NA,NA,NA
"3854","Agelia peteli","lake",0,NA,NA,NA,NA
"3855","Agelia peteli","lake of the woods",0,NA,NA,NA,NA
"3856","Agelia peteli","le sueur",0,NA,NA,NA,NA
"3857","Agelia peteli","lincoln",0,NA,NA,NA,NA
"3858","Agelia peteli","lyon",0,NA,NA,NA,NA
"3859","Agelia peteli","mahnomen",0,NA,NA,NA,NA
"3860","Agelia peteli","marshall",0,NA,NA,NA,NA
"3861","Agelia peteli","martin",0,NA,NA,NA,NA
"3862","Agelia peteli","mcleod",0,NA,NA,NA,NA
"3863","Agelia peteli","meeker",0,NA,NA,NA,NA
"3864","Agelia peteli","mille lacs",0,NA,NA,NA,NA
"3865","Agelia peteli","mille lacs lake",0,NA,NA,NA,NA
"3866","Agelia peteli","morrison",0,NA,NA,NA,NA
"3867","Agelia peteli","mower",0,NA,NA,NA,NA
"3868","Agelia peteli","murray",0,NA,NA,NA,NA
"3869","Agelia peteli","nicollet",0,NA,NA,NA,NA
"3870","Agelia peteli","nobles",0,NA,NA,NA,NA
"3871","Agelia peteli","norman",0,NA,NA,NA,NA
"3872","Agelia peteli","olmsted",0,NA,NA,NA,NA
"3873","Agelia peteli","otter tail",0,NA,NA,NA,NA
"3874","Agelia peteli","pennington",0,NA,NA,NA,NA
"3875","Agelia peteli","pine",0,NA,NA,NA,NA
"3876","Agelia peteli","pipestone",0,NA,NA,NA,NA
"3877","Agelia peteli","polk",0,NA,NA,NA,NA
"3878","Agelia peteli","pope",0,NA,NA,NA,NA
"3879","Agelia peteli","ramsey",0,NA,NA,NA,NA
"3880","Agelia peteli","red lake",0,NA,NA,NA,NA
"3881","Agelia peteli","redwood",0,NA,NA,NA,NA
"3882","Agelia peteli","renville",0,NA,NA,NA,NA
"3883","Agelia peteli","rice",0,NA,NA,NA,NA
"3884","Agelia peteli","rock",0,NA,NA,NA,NA
"3885","Agelia peteli","roseau",0,NA,NA,NA,NA
"3886","Agelia peteli","saint anthony park",0,NA,NA,NA,NA
"3887","Agelia peteli","santa rita",0,NA,NA,NA,NA
"3888","Agelia peteli","scott",0,NA,NA,NA,NA
"3889","Agelia peteli","sherburne",0,NA,NA,NA,NA
"3890","Agelia peteli","sibley",0,NA,NA,NA,NA
"3891","Agelia peteli","st louis",0,NA,NA,NA,NA
"3892","Agelia peteli","stearns",0,NA,NA,NA,NA
"3893","Agelia peteli","steele",0,NA,NA,NA,NA
"3894","Agelia peteli","stevens",0,NA,NA,NA,NA
"3895","Agelia peteli","swift",0,NA,NA,NA,NA
"3896","Agelia peteli","todd",0,NA,NA,NA,NA
"3897","Agelia peteli","traverse",0,NA,NA,NA,NA
"3898","Agelia peteli","wabasha",0,NA,NA,NA,NA
"3899","Agelia peteli","wadena",0,NA,NA,NA,NA
"3900","Agelia peteli","waseca",0,NA,NA,NA,NA
"3901","Agelia peteli","washington",0,NA,NA,NA,NA
"3902","Agelia peteli","watonwan",0,NA,NA,NA,NA
"3903","Agelia peteli","wilkin",0,NA,NA,NA,NA
"3904","Agelia peteli","winona",0,NA,NA,NA,NA
"3905","Agelia peteli","wright",0,NA,NA,NA,NA
"3906","Agelia peteli","yellow medicine",0,NA,NA,NA,NA
"3907","Agrilus abductus","aitkin",0,NA,NA,NA,NA
"3908","Agrilus abductus","anoka",0,NA,NA,NA,NA
"3909","Agrilus abductus","anoka/isanti",0,NA,NA,NA,NA
"3910","Agrilus abductus","aonka/isanti",0,NA,NA,NA,NA
"3911","Agrilus abductus","becker",0,NA,NA,NA,NA
"3912","Agrilus abductus","beltrami",0,NA,NA,NA,NA
"3913","Agrilus abductus","benton",0,NA,NA,NA,NA
"3914","Agrilus abductus","big stone",0,NA,NA,NA,NA
"3915","Agrilus abductus","blue earth",0,NA,NA,NA,NA
"3916","Agrilus abductus","brown",0,NA,NA,NA,NA
"3917","Agrilus abductus","carlton",0,NA,NA,NA,NA
"3918","Agrilus abductus","carver",0,NA,NA,NA,NA
"3919","Agrilus abductus","cass",0,NA,NA,NA,NA
"3920","Agrilus abductus","chippewa",0,NA,NA,NA,NA
"3921","Agrilus abductus","chisago",0,NA,NA,NA,NA
"3922","Agrilus abductus","clay",0,NA,NA,NA,NA
"3923","Agrilus abductus","clearwater",0,NA,NA,NA,NA
"3924","Agrilus abductus","cook",0,NA,NA,NA,NA
"3925","Agrilus abductus","cottonwood",0,NA,NA,NA,NA
"3926","Agrilus abductus","crow wing",0,NA,NA,NA,NA
"3927","Agrilus abductus","dakota",0,NA,NA,NA,NA
"3928","Agrilus abductus","dodge",0,NA,NA,NA,NA
"3929","Agrilus abductus","douglas",0,NA,NA,NA,NA
"3930","Agrilus abductus","faribault",0,NA,NA,NA,NA
"3931","Agrilus abductus","fillmore",0,NA,NA,NA,NA
"3932","Agrilus abductus","freeborn",0,NA,NA,NA,NA
"3933","Agrilus abductus","goodhue",0,NA,NA,NA,NA
"3934","Agrilus abductus","grant",0,NA,NA,NA,NA
"3935","Agrilus abductus","hennepin",0,NA,NA,NA,NA
"3936","Agrilus abductus","houston",0,NA,NA,NA,NA
"3937","Agrilus abductus","hubbard",0,NA,NA,NA,NA
"3938","Agrilus abductus","isanti",0,NA,NA,NA,NA
"3939","Agrilus abductus","itasca",0,NA,NA,NA,NA
"3940","Agrilus abductus","itasca park",0,NA,NA,NA,NA
"3941","Agrilus abductus","jackson",0,NA,NA,NA,NA
"3942","Agrilus abductus","kanabec",0,NA,NA,NA,NA
"3943","Agrilus abductus","kandiyohi",0,NA,NA,NA,NA
"3944","Agrilus abductus","kittson",0,NA,NA,NA,NA
"3945","Agrilus abductus","koochiching",0,NA,NA,NA,NA
"3946","Agrilus abductus","lac qui parle",0,NA,NA,NA,NA
"3947","Agrilus abductus","lake",0,NA,NA,NA,NA
"3948","Agrilus abductus","lake of the woods",0,NA,NA,NA,NA
"3949","Agrilus abductus","le sueur",0,NA,NA,NA,NA
"3950","Agrilus abductus","lincoln",0,NA,NA,NA,NA
"3951","Agrilus abductus","lyon",0,NA,NA,NA,NA
"3952","Agrilus abductus","mahnomen",0,NA,NA,NA,NA
"3953","Agrilus abductus","marshall",0,NA,NA,NA,NA
"3954","Agrilus abductus","martin",0,NA,NA,NA,NA
"3955","Agrilus abductus","mcleod",0,NA,NA,NA,NA
"3956","Agrilus abductus","meeker",0,NA,NA,NA,NA
"3957","Agrilus abductus","mille lacs",0,NA,NA,NA,NA
"3958","Agrilus abductus","mille lacs lake",0,NA,NA,NA,NA
"3959","Agrilus abductus","morrison",0,NA,NA,NA,NA
"3960","Agrilus abductus","mower",0,NA,NA,NA,NA
"3961","Agrilus abductus","murray",0,NA,NA,NA,NA
"3962","Agrilus abductus","nicollet",0,NA,NA,NA,NA
"3963","Agrilus abductus","nobles",0,NA,NA,NA,NA
"3964","Agrilus abductus","norman",0,NA,NA,NA,NA
"3965","Agrilus abductus","olmsted",0,NA,NA,NA,NA
"3966","Agrilus abductus","otter tail",0,NA,NA,NA,NA
"3967","Agrilus abductus","pennington",0,NA,NA,NA,NA
"3968","Agrilus abductus","pine",0,NA,NA,NA,NA
"3969","Agrilus abductus","pipestone",0,NA,NA,NA,NA
"3970","Agrilus abductus","polk",0,NA,NA,NA,NA
"3971","Agrilus abductus","pope",0,NA,NA,NA,NA
"3972","Agrilus abductus","ramsey",0,NA,NA,NA,NA
"3973","Agrilus abductus","red lake",0,NA,NA,NA,NA
"3974","Agrilus abductus","redwood",0,NA,NA,NA,NA
"3975","Agrilus abductus","renville",0,NA,NA,NA,NA
"3976","Agrilus abductus","rice",0,NA,NA,NA,NA
"3977","Agrilus abductus","rock",0,NA,NA,NA,NA
"3978","Agrilus abductus","roseau",0,NA,NA,NA,NA
"3979","Agrilus abductus","saint anthony park",0,NA,NA,NA,NA
"3980","Agrilus abductus","santa rita",0,NA,NA,NA,NA
"3981","Agrilus abductus","scott",0,NA,NA,NA,NA
"3982","Agrilus abductus","sherburne",0,NA,NA,NA,NA
"3983","Agrilus abductus","sibley",0,NA,NA,NA,NA
"3984","Agrilus abductus","st louis",0,NA,NA,NA,NA
"3985","Agrilus abductus","stearns",0,NA,NA,NA,NA
"3986","Agrilus abductus","steele",0,NA,NA,NA,NA
"3987","Agrilus abductus","stevens",0,NA,NA,NA,NA
"3988","Agrilus abductus","swift",0,NA,NA,NA,NA
"3989","Agrilus abductus","todd",0,NA,NA,NA,NA
"3990","Agrilus abductus","traverse",0,NA,NA,NA,NA
"3991","Agrilus abductus","wabasha",0,NA,NA,NA,NA
"3992","Agrilus abductus","wadena",0,NA,NA,NA,NA
"3993","Agrilus abductus","waseca",0,NA,NA,NA,NA
"3994","Agrilus abductus","washington",0,NA,NA,NA,NA
"3995","Agrilus abductus","watonwan",0,NA,NA,NA,NA
"3996","Agrilus abductus","wilkin",0,NA,NA,NA,NA
"3997","Agrilus abductus","winona",0,NA,NA,NA,NA
"3998","Agrilus abductus","wright",0,NA,NA,NA,NA
"3999","Agrilus abductus","yellow medicine",0,NA,NA,NA,NA
"4000","Agrilus acaciae","aitkin",0,NA,NA,NA,NA
"4001","Agrilus acaciae","anoka",0,NA,NA,NA,NA
"4002","Agrilus acaciae","anoka/isanti",0,NA,NA,NA,NA
"4003","Agrilus acaciae","aonka/isanti",0,NA,NA,NA,NA
"4004","Agrilus acaciae","becker",0,NA,NA,NA,NA
"4005","Agrilus acaciae","beltrami",0,NA,NA,NA,NA
"4006","Agrilus acaciae","benton",0,NA,NA,NA,NA
"4007","Agrilus acaciae","big stone",0,NA,NA,NA,NA
"4008","Agrilus acaciae","blue earth",0,NA,NA,NA,NA
"4009","Agrilus acaciae","brown",0,NA,NA,NA,NA
"4010","Agrilus acaciae","carlton",0,NA,NA,NA,NA
"4011","Agrilus acaciae","carver",0,NA,NA,NA,NA
